pincode,district,state
212654,fatehpur,uttar pradesh
212655,fatehpur,uttar pradesh
212656,fatehpur,uttar pradesh
212657,fatehpur,uttar pradesh
212658,fatehpur,uttar pradesh
212659,fatehpur,uttar pradesh
212661,fatehpur,uttar pradesh
212663,fatehpur,uttar pradesh
212664,fatehpur,uttar pradesh
212665,fatehpur,uttar pradesh
221001,varanasi,uttar pradesh
221002,varanasi,uttar pradesh
221003,varanasi,uttar pradesh
221004,varanasi,uttar pradesh
221005,varanasi,uttar pradesh
221006,varanasi,uttar pradesh
221007,varanasi,uttar pradesh
221008,varanasi,uttar pradesh
221009,chandauli,uttar pradesh
221010,varanasi,uttar pradesh
221011,varanasi,uttar pradesh
221012,varanasi,uttar pradesh
221101,varanasi,uttar pradesh
221103,varanasi,uttar pradesh
221104,varanasi,uttar pradesh
221105,varanasi,uttar pradesh
221106,varanasi,uttar pradesh
221107,varanasi,uttar pradesh
221108,varanasi,uttar pradesh
221109,varanasi,uttar pradesh
221110,chandauli,uttar pradesh
221111,varanasi,uttar pradesh
221112,varanasi,uttar pradesh
221115,chandauli,uttar pradesh
221116,varanasi,uttar pradesh
221201,varanasi,uttar pradesh
221202,varanasi,uttar pradesh
221204,varanasi,uttar pradesh
221206,varanasi,uttar pradesh
221207,varanasi,uttar pradesh
221208,varanasi,uttar pradesh
221301,bhadohi,uttar pradesh
221302,varanasi,uttar pradesh
221303,bhadohi,uttar pradesh
221304,bhadohi,uttar pradesh
221305,varanasi,uttar pradesh
221306,bhadohi,uttar pradesh
221307,varanasi,uttar pradesh
221308,bhadohi,uttar pradesh
221309,bhadohi,uttar pradesh
221310,bhadohi,uttar pradesh
221311,varanasi,uttar pradesh
221313,varanasi,uttar pradesh
221314,bhadohi,uttar pradesh
221401,bhadohi,uttar pradesh
221402,bhadohi,uttar pradesh
221403,varanasi,uttar pradesh
221404,bhadohi,uttar pradesh
221405,varanasi,uttar pradesh
221406,bhadohi,uttar pradesh
221407,varanasi,uttar pradesh
221409,bhadohi,uttar pradesh
221502,prayagraj,uttar pradesh
221503,prayagraj,uttar pradesh
221505,prayagraj,uttar pradesh
221507,prayagraj,uttar pradesh
221508,prayagraj,uttar pradesh
221601,mau,uttar pradesh
221602,mau,uttar pradesh
221603,mau,uttar pradesh
221701,ballia,uttar pradesh
221705,mau,uttar pradesh
221706,mau,uttar pradesh
221709,ballia,uttar pradesh
221711,ballia,uttar pradesh
221712,ballia,uttar pradesh
221713,ballia,uttar pradesh
221715,ballia,uttar pradesh
221716,ballia,uttar pradesh
221717,ballia,uttar pradesh
221718,ballia,uttar pradesh
222001,jaunpur,uttar pradesh
222002,jaunpur,uttar pradesh
222003,jaunpur,uttar pradesh
222004,jaunpur,uttar pradesh
222101,nan,nan
222105,jaunpur,uttar pradesh
222109,jaunpur,uttar pradesh
222125,jaunpur,uttar pradesh
222126,jaunpur,uttar pradesh
222127,jaunpur,uttar pradesh
222128,jaunpur,uttar pradesh
222129,jaunpur,uttar pradesh
222131,jaunpur,uttar pradesh
222132,jaunpur,uttar pradesh
222133,jaunpur,uttar pradesh
222135,jaunpur,uttar pradesh
222136,jaunpur,uttar pradesh
222137,jaunpur,uttar pradesh
222138,jaunpur,uttar pradesh
222139,jaunpur,uttar pradesh
222141,jaunpur,uttar pradesh
222142,jaunpur,uttar pradesh
222143,jaunpur,uttar pradesh
222144,jaunpur,uttar pradesh
222145,jaunpur,uttar pradesh
222146,jaunpur,uttar pradesh
222148,jaunpur,uttar pradesh
222149,jaunpur,uttar pradesh
222161,jaunpur,uttar pradesh
222162,jaunpur,uttar pradesh
222165,jaunpur,uttar pradesh
222170,jaunpur,uttar pradesh
222175,jaunpur,uttar pradesh
222180,jaunpur,uttar pradesh
222181,jaunpur,uttar pradesh
222201,jaunpur,uttar pradesh
222202,jaunpur,uttar pradesh
222203,jaunpur,uttar pradesh
222204,jaunpur,uttar pradesh
222205,jaunpur,uttar pradesh
222301,sultanpur,uttar pradesh
222302,sultanpur,uttar pradesh
222303,sultanpur,uttar pradesh
223101,jaunpur,uttar pradesh
223102,jaunpur,uttar pradesh
223103,jaunpur,uttar pradesh
223104,jaunpur,uttar pradesh
223105,jaunpur,uttar pradesh
223221,azamgarh,uttar pradesh
223222,azamgarh,uttar pradesh
223223,azamgarh,uttar pradesh
223224,azamgarh,uttar pradesh
223225,azamgarh,uttar pradesh
223226,azamgarh,uttar pradesh
223227,azamgarh,uttar pradesh
224001,ayodhya,uttar pradesh
224116,ayodhya,uttar pradesh
224117,ayodhya,uttar pradesh
224118,ayodhya,uttar pradesh
224119,ayodhya,uttar pradesh
224120,ayodhya,uttar pradesh
224121,ayodhya,uttar pradesh
224122,ambedkar nagar,uttar pradesh
224123,ayodhya,uttar pradesh
224125,ambedkar nagar,uttar pradesh
224126,ayodhya,uttar pradesh
224127,ayodhya,uttar pradesh
224129,ambedkar nagar,uttar pradesh
224132,ambedkar nagar,uttar pradesh
224133,ayodhya,uttar pradesh
224135,ayodhya,uttar pradesh
224137,ambedkar nagar,uttar pradesh
224139,ambedkar nagar,uttar pradesh
224141,ayodhya,uttar pradesh
224143,ambedkar nagar,uttar pradesh
224145,ambedkar nagar,uttar pradesh
224146,ambedkar nagar,uttar pradesh
224147,ambedkar nagar,uttar pradesh
224149,ambedkar nagar,uttar pradesh
224151,ambedkar nagar,uttar pradesh
224152,ambedkar nagar,uttar pradesh
224153,ayodhya,uttar pradesh
224155,ambedkar nagar,uttar pradesh
224157,ambedkar nagar,uttar pradesh
224158,ayodhya,uttar pradesh
224159,ambedkar nagar,uttar pradesh
224161,ayodhya,uttar pradesh
224164,ayodhya,uttar pradesh
224168,ambedkar nagar,uttar pradesh
224171,ayodhya,uttar pradesh
224172,firozabad,uttar pradesh
224176,ambedkar nagar,uttar pradesh
224181,ambedkar nagar,uttar pradesh
224182,ayodhya,uttar pradesh
224183,ambedkar nagar,uttar pradesh
224186,ambedkar nagar,uttar pradesh
224188,ayodhya,uttar pradesh
224189,ayodhya,uttar pradesh
224190,ambedkar nagar,uttar pradesh
224195,ayodhya,uttar pradesh
224201,ayodhya,uttar pradesh
224202,ayodhya,uttar pradesh
224203,ayodhya,uttar pradesh
224204,ayodhya,uttar pradesh
224205,ayodhya,uttar pradesh
224206,ayodhya,uttar pradesh
224207,ayodhya,uttar pradesh
224208,ayodhya,uttar pradesh
224209,ayodhya,uttar pradesh
224210,ambedkar nagar,uttar pradesh
224225,ayodhya,uttar pradesh
224227,ambedkar nagar,uttar pradesh
224228,ayodhya,uttar pradesh
224229,ayodhya,uttar pradesh
224230,ambedkar nagar,uttar pradesh
224231,ambedkar nagar,uttar pradesh
224232,ambedkar nagar,uttar pradesh
224234,ayodhya,uttar pradesh
224235,ambedkar nagar,uttar pradesh
224238,ambedkar nagar,uttar pradesh
224239,ambedkar nagar,uttar pradesh
224284,ayodhya,uttar pradesh
225001,barabanki,uttar pradesh
225003,barabanki,uttar pradesh
225119,barabanki,uttar pradesh
225120,barabanki,uttar pradesh
225121,barabanki,uttar pradesh
225122,barabanki,uttar pradesh
225123,barabanki,uttar pradesh
225124,barabanki,uttar pradesh
225125,barabanki,uttar pradesh
225126,barabanki,uttar pradesh
225201,barabanki,uttar pradesh
225202,barabanki,uttar pradesh
225203,barabanki,uttar pradesh
225204,barabanki,uttar pradesh
225205,barabanki,uttar pradesh
225206,barabanki,uttar pradesh
225207,barabanki,uttar pradesh
225208,barabanki,uttar pradesh
225301,barabanki,uttar pradesh
225302,barabanki,uttar pradesh
225303,barabanki,uttar pradesh
225304,barabanki,uttar pradesh
225305,barabanki,uttar pradesh
225306,barabanki,uttar pradesh
225401,barabanki,uttar pradesh
225403,barabanki,uttar pradesh
225404,barabanki,uttar pradesh
225405,barabanki,uttar pradesh
225409,barabanki,uttar pradesh
225412,barabanki,uttar pradesh
225413,barabanki,uttar pradesh
225414,barabanki,uttar pradesh
225415,barabanki,uttar pradesh
225416,barabanki,uttar pradesh
226001,lucknow,uttar pradesh
226002,lucknow,uttar pradesh
226003,lucknow,uttar pradesh
226004,lucknow,uttar pradesh
226005,lucknow,uttar pradesh
226006,lucknow,uttar pradesh
226007,lucknow,uttar pradesh
226008,lucknow,uttar pradesh
226009,lucknow,uttar pradesh
226010,lucknow,uttar pradesh
226011,lucknow,uttar pradesh
226012,lucknow,uttar pradesh
226013,lucknow,uttar pradesh
226014,lucknow,uttar pradesh
226015,lucknow,uttar pradesh
226016,lucknow,uttar pradesh
226017,lucknow,uttar pradesh
226018,lucknow,uttar pradesh
226019,lucknow,uttar pradesh
226020,lucknow,uttar pradesh
226021,lucknow,uttar pradesh
226022,lucknow,uttar pradesh
226023,lucknow,uttar pradesh
226024,lucknow,uttar pradesh
226025,lucknow,uttar pradesh
226026,lucknow,uttar pradesh
226027,lucknow,uttar pradesh
226028,lucknow,uttar pradesh
226029,lucknow,uttar pradesh
226030,lucknow,uttar pradesh
226031,lucknow,uttar pradesh
226101,lucknow,uttar pradesh
226102,lucknow,uttar pradesh
226103,lucknow,uttar pradesh
226104,lucknow,uttar pradesh
226201,lucknow,uttar pradesh
226202,lucknow,uttar pradesh
226203,lucknow,uttar pradesh
226301,lucknow,uttar pradesh
226302,lucknow,uttar pradesh
226303,lucknow,uttar pradesh
226401,lucknow,uttar pradesh
226501,lucknow,uttar pradesh
227304,sultanpur,uttar pradesh
227405,amethi,uttar pradesh
227406,amethi,uttar pradesh
227407,amethi,uttar pradesh
227408,amethi,uttar pradesh
227409,amethi,uttar pradesh
227411,amethi,uttar pradesh
227412,amethi,uttar pradesh
227413,amethi,uttar pradesh
227801,amethi,uttar pradesh
227805,sultanpur,uttar pradesh
227806,sultanpur,uttar pradesh
227807,amethi,uttar pradesh
227808,sultanpur,uttar pradesh
227809,amethi,uttar pradesh
227811,amethi,uttar pradesh
227812,sultanpur,uttar pradesh
227813,amethi,uttar pradesh
227814,sultanpur,uttar pradesh
227815,sultanpur,uttar pradesh
227816,amethi,uttar pradesh
227817,amethi,uttar pradesh
228001,sultanpur,uttar pradesh
228118,sultanpur,uttar pradesh
228119,sultanpur,uttar pradesh
228120,sultanpur,uttar pradesh
228121,sultanpur,uttar pradesh
228125,sultanpur,uttar pradesh
228131,sultanpur,uttar pradesh
228132,sultanpur,uttar pradesh
228133,sultanpur,uttar pradesh
228141,sultanpur,uttar pradesh
228142,sultanpur,uttar pradesh
228145,sultanpur,uttar pradesh
228151,sultanpur,uttar pradesh
228155,sultanpur,uttar pradesh
228159,amethi,uttar pradesh
228161,sultanpur,uttar pradesh
228171,sultanpur,uttar pradesh
228172,sultanpur,uttar pradesh
229001,rae bareli,uttar pradesh
229010,rae bareli,uttar pradesh
229103,rae bareli,uttar pradesh
229120,rae bareli,uttar pradesh
229121,rae bareli,uttar pradesh
229122,rae bareli,uttar pradesh
229123,rae bareli,uttar pradesh
229124,rae bareli,uttar pradesh
229125,rae bareli,uttar pradesh
229126,amethi,uttar pradesh
229127,rae bareli,uttar pradesh
229128,rae bareli,uttar pradesh
229129,rae bareli,uttar pradesh
229130,rae bareli,uttar pradesh
229135,amethi,uttar pradesh
229201,rae bareli,uttar pradesh
229202,rae bareli,uttar pradesh
229203,rae bareli,uttar pradesh
229204,rae bareli,uttar pradesh
229205,rae bareli,uttar pradesh
229206,rae bareli,uttar pradesh
229207,rae bareli,uttar pradesh
229208,rae bareli,uttar pradesh
229209,rae bareli,uttar pradesh
229210,rae bareli,uttar pradesh
229211,rae bareli,uttar pradesh
229212,rae bareli,uttar pradesh
229215,rae bareli,uttar pradesh
229216,rae bareli,uttar pradesh
229301,rae bareli,uttar pradesh
229302,amethi,uttar pradesh
229303,rae bareli,uttar pradesh
229304,amethi,uttar pradesh
229305,rae bareli,uttar pradesh
229306,rae bareli,uttar pradesh
229307,rae bareli,uttar pradesh
229308,rae bareli,uttar pradesh
229309,amethi,uttar pradesh
229310,rae bareli,uttar pradesh
229311,rae bareli,uttar pradesh
229316,rae bareli,uttar pradesh
229401,rae bareli,uttar pradesh
229402,rae bareli,uttar pradesh
229404,rae bareli,uttar pradesh
229405,rae bareli,uttar pradesh
229406,rae bareli,uttar pradesh
229408,pratapgarh,uttar pradesh
229410,pratapgarh,uttar pradesh
229411,prayagraj,uttar pradesh
229412,prayagraj,uttar pradesh
229413,prayagraj,uttar pradesh
229801,amethi,uttar pradesh
229802,amethi,uttar pradesh
230001,pratapgarh,uttar pradesh
230002,pratapgarh,uttar pradesh
230121,pratapgarh,uttar pradesh
230124,pratapgarh,uttar pradesh
230125,pratapgarh,uttar pradesh
230126,pratapgarh,uttar pradesh
230127,pratapgarh,uttar pradesh
230128,pratapgarh,uttar pradesh
230129,pratapgarh,uttar pradesh
230130,pratapgarh,uttar pradesh
230131,pratapgarh,uttar pradesh
230132,pratapgarh,uttar pradesh
230133,pratapgarh,uttar pradesh
230134,pratapgarh,uttar pradesh
230135,pratapgarh,uttar pradesh
230136,pratapgarh,uttar pradesh
230137,pratapgarh,uttar pradesh
230138,pratapgarh,uttar pradesh
230139,pratapgarh,uttar pradesh
230141,pratapgarh,uttar pradesh
230142,pratapgarh,uttar pradesh
230143,pratapgarh,uttar pradesh
230144,pratapgarh,uttar pradesh
230201,pratapgarh,uttar pradesh
230202,pratapgarh,uttar pradesh
230204,pratapgarh,uttar pradesh
230301,pratapgarh,uttar pradesh
230302,pratapgarh,uttar pradesh
230304,pratapgarh,uttar pradesh
230306,pratapgarh,uttar pradesh
230401,pratapgarh,uttar pradesh
230402,pratapgarh,uttar pradesh
230403,pratapgarh,uttar pradesh
230404,pratapgarh,uttar pradesh
230405,pratapgarh,uttar pradesh
230501,pratapgarh,uttar pradesh
230502,pratapgarh,uttar pradesh
230503,pratapgarh,uttar pradesh
231001,mirzapur,uttar pradesh
231205,sonbhadra,uttar pradesh
231206,sonbhadra,uttar pradesh
231207,sonbhadra,uttar pradesh
231208,sonbhadra,uttar pradesh
231209,sonbhadra,uttar pradesh
231210,mirzapur,uttar pradesh
231211,mirzapur,uttar pradesh
231212,sonbhadra,uttar pradesh
231213,sonbhadra,uttar pradesh
231215,sonbhadra,uttar pradesh
231216,sonbhadra,uttar pradesh
231217,sonbhadra,uttar pradesh
231218,sonbhadra,uttar pradesh
231219,sonbhadra,uttar pradesh
231220,sonbhadra,uttar pradesh
231221,sonbhadra,uttar pradesh
231222,sonbhadra,uttar pradesh
231223,sonbhadra,uttar pradesh
231224,sonbhadra,uttar pradesh
231225,sonbhadra,uttar pradesh
231226,sonbhadra,uttar pradesh
231301,mirzapur,uttar pradesh
231302,mirzapur,uttar pradesh
231303,mirzapur,uttar pradesh
231304,mirzapur,uttar pradesh
231305,mirzapur,uttar pradesh
231306,mirzapur,uttar pradesh
231307,mirzapur,uttar pradesh
231309,mirzapur,uttar pradesh
231311,mirzapur,uttar pradesh
231312,mirzapur,uttar pradesh
231313,mirzapur,uttar pradesh
231314,mirzapur,uttar pradesh
231501,mirzapur,uttar pradesh
232101,chandauli,uttar pradesh
232102,chandauli,uttar pradesh
232103,chandauli,uttar pradesh
232104,chandauli,uttar pradesh
232105,chandauli,uttar pradesh
232106,chandauli,uttar pradesh
232107,chandauli,uttar pradesh
232108,chandauli,uttar pradesh
232109,chandauli,uttar pradesh
232110,chandauli,uttar pradesh
232111,chandauli,uttar pradesh
232114,varanasi,uttar pradesh
232115,chandauli,uttar pradesh
232118,chandauli,uttar pradesh
232120,chandauli,uttar pradesh
232325,ghazipur,uttar pradesh
232326,ghazipur,uttar pradesh
232327,ghazipur,uttar pradesh
232328,ghazipur,uttar pradesh
232329,ghazipur,uttar pradesh
232330,ghazipur,uttar pradesh
232331,ghazipur,uttar pradesh
232332,ghazipur,uttar pradesh
232333,ghazipur,uttar pradesh
232336,ghazipur,uttar pradesh
232339,ghazipur,uttar pradesh
232340,ghazipur,uttar pradesh
232341,ghazipur,uttar pradesh
233001,ghazipur,uttar pradesh
233002,ghazipur,uttar pradesh
233221,ghazipur,uttar pradesh
233222,ghazipur,uttar pradesh
233223,ghazipur,uttar pradesh
233224,ghazipur,uttar pradesh
233225,ghazipur,uttar pradesh
233226,ghazipur,uttar pradesh
233227,ghazipur,uttar pradesh
233228,ghazipur,uttar pradesh
233229,ghazipur,uttar pradesh
233230,ghazipur,uttar pradesh
233231,ghazipur,uttar pradesh
233232,ghazipur,uttar pradesh
233233,ghazipur,uttar pradesh
233234,ghazipur,uttar pradesh
233300,ghazipur,uttar pradesh
233301,ghazipur,uttar pradesh
233302,ghazipur,uttar pradesh
233303,ghazipur,uttar pradesh
233304,ghazipur,uttar pradesh
233305,ghazipur,uttar pradesh
233306,ghazipur,uttar pradesh
233307,ghazipur,uttar pradesh
233310,ghazipur,uttar pradesh
233311,ghazipur,uttar pradesh
241001,hardoi,uttar pradesh
241121,hardoi,uttar pradesh
241122,hardoi,uttar pradesh
241123,hardoi,uttar pradesh
241124,hardoi,uttar pradesh
241125,hardoi,uttar pradesh
241126,hardoi,uttar pradesh
241127,hardoi,uttar pradesh
241201,hardoi,uttar pradesh
241202,hardoi,uttar pradesh
241203,hardoi,uttar pradesh
241204,hardoi,uttar pradesh
241301,hardoi,uttar pradesh
241302,hardoi,uttar pradesh
241303,hardoi,uttar pradesh
241304,hardoi,uttar pradesh
241305,hardoi,uttar pradesh
241401,hardoi,uttar pradesh
241402,hardoi,uttar pradesh
241403,hardoi,uttar pradesh
241404,hardoi,uttar pradesh
241405,hardoi,uttar pradesh
241406,hardoi,uttar pradesh
241407,hardoi,uttar pradesh
242001,shahjahanpur,uttar pradesh
242021,sambhal,uttar pradesh
242042,shahjahanpur,uttar pradesh
242127,shahjahanpur,uttar pradesh
242220,shahjahanpur,uttar pradesh
242221,shahjahanpur,uttar pradesh
242223,shahjahanpur,uttar pradesh
242226,shahjahanpur,uttar pradesh
242301,shahjahanpur,uttar pradesh
242303,shahjahanpur,uttar pradesh
242305,shahjahanpur,uttar pradesh
242306,shahjahanpur,uttar pradesh
242307,shahjahanpur,uttar pradesh
242401,shahjahanpur,uttar pradesh
242405,shahjahanpur,uttar pradesh
242406,shahjahanpur,uttar pradesh
242407,shahjahanpur,uttar pradesh
243001,bareilly,uttar pradesh
243002,bareilly,uttar pradesh
243003,bareilly,uttar pradesh
243004,bareilly,uttar pradesh
243005,bareilly,uttar pradesh
243006,bareilly,uttar pradesh
243122,bareilly,uttar pradesh
243123,bareilly,uttar pradesh
243126,bareilly,uttar pradesh
243201,bareilly,uttar pradesh
243202,bareilly,uttar pradesh
243203,bareilly,uttar pradesh
243301,bareilly,uttar pradesh
243302,bareilly,uttar pradesh
243303,bareilly,uttar pradesh
243401,bareilly,uttar pradesh
243402,bareilly,uttar pradesh
243403,bareilly,uttar pradesh
243407,bareilly,uttar pradesh
243501,bareilly,uttar pradesh
243502,bareilly,uttar pradesh
243503,bareilly,uttar pradesh
243504,bareilly,uttar pradesh
243505,bareilly,uttar pradesh
243506,bareilly,uttar pradesh
243601,budaun,uttar pradesh
243630,budaun,uttar pradesh
243631,budaun,uttar pradesh
243632,budaun,uttar pradesh
243633,budaun,uttar pradesh
243634,budaun,uttar pradesh
243635,budaun,uttar pradesh
243636,budaun,uttar pradesh
243637,budaun,uttar pradesh
243638,sambhal,uttar pradesh
243639,budaun,uttar pradesh
243641,budaun,uttar pradesh
243720,budaun,uttar pradesh
243722,sambhal,uttar pradesh
243723,budaun,uttar pradesh
243724,budaun,uttar pradesh
243725,budaun,uttar pradesh
243726,budaun,uttar pradesh
243727,sambhal,uttar pradesh
243751,sambhal,uttar pradesh
244001,moradabad,uttar pradesh
244102,moradabad,uttar pradesh
244103,moradabad,uttar pradesh
244104,moradabad,uttar pradesh
244105,moradabad,uttar pradesh
244221,amroha,uttar pradesh
244222,amroha,uttar pradesh
244223,amroha,uttar pradesh
244225,amroha,uttar pradesh
244231,amroha,uttar pradesh
244235,amroha,uttar pradesh
244236,amroha,uttar pradesh
244241,amroha,uttar pradesh
244242,amroha,uttar pradesh
244245,amroha,uttar pradesh
244251,amroha,uttar pradesh
244255,amroha,uttar pradesh
244301,sambhal,uttar pradesh
244302,sambhal,uttar pradesh
244303,sambhal,uttar pradesh
244304,sambhal,uttar pradesh
244401,moradabad,uttar pradesh
244402,moradabad,uttar pradesh
244410,sambhal,uttar pradesh
244411,moradabad,uttar pradesh
244412,sambhal,uttar pradesh
244413,moradabad,uttar pradesh
244414,sambhal,uttar pradesh
244415,moradabad,uttar pradesh
244501,moradabad,uttar pradesh
244504,moradabad,uttar pradesh
244601,moradabad,uttar pradesh
244602,moradabad,uttar pradesh
244701,rampur,uttar pradesh
244712,udam singh nagar,uttarakhand
244713,udam singh nagar,uttarakhand
244715,nainital,uttarakhand
244716,nainital,uttarakhand
244717,udam singh nagar,uttarakhand
244720,udam singh nagar,uttarakhand
244901,rampur,uttar pradesh
244921,rampur,uttar pradesh
244922,rampur,uttar pradesh
244923,rampur,uttar pradesh
244924,rampur,uttar pradesh
244925,rampur,uttar pradesh
244926,rampur,uttar pradesh
244927,rampur,uttar pradesh
244928,rampur,uttar pradesh
245101,hapur,uttar pradesh
245201,hapur,uttar pradesh
245205,hapur,uttar pradesh
245206,meerut,uttar pradesh
245207,hapur,uttar pradesh
245208,hapur,uttar pradesh
245301,hapur,uttar pradesh
245304,hapur,uttar pradesh
246001,pauri garhwal,uttarakhand
246113,pauri garhwal,uttarakhand
246121,pauri garhwal,uttarakhand
246123,pauri garhwal,uttarakhand
246124,pauri garhwal,uttarakhand
246125,pauri garhwal,uttarakhand
246127,pauri garhwal,uttarakhand
246128,pauri garhwal,uttarakhand
246129,pauri garhwal,uttarakhand
246130,pauri garhwal,uttarakhand
246131,pauri garhwal,uttarakhand
246141,rudra prayag,uttarakhand
246142,pauri garhwal,uttarakhand
246144,pauri garhwal,uttarakhand
246146,pauri garhwal,uttarakhand
246147,pauri garhwal,uttarakhand
246148,pauri garhwal,uttarakhand
246149,pauri garhwal,uttarakhand
246150,pauri garhwal,uttarakhand
246155,pauri garhwal,uttarakhand
246159,pauri garhwal,uttarakhand
246161,pauri garhwal,uttarakhand
246162,pauri garhwal,uttarakhand
246163,pauri garhwal,uttarakhand
246164,pauri garhwal,uttarakhand
246165,pauri garhwal,uttarakhand
246166,pauri garhwal,uttarakhand
246167,pauri garhwal,uttarakhand
246169,pauri garhwal,uttarakhand
246171,rudra prayag,uttarakhand
246172,pauri garhwal,uttarakhand
246173,pauri garhwal,uttarakhand
246174,pauri garhwal,uttarakhand
246175,pauri garhwal,uttarakhand
246176,pauri garhwal,uttarakhand
246177,pauri garhwal,uttarakhand
246178,pauri garhwal,uttarakhand
246179,pauri garhwal,uttarakhand
246193,pauri garhwal,uttarakhand
246194,pauri garhwal,uttarakhand
246275,pauri garhwal,uttarakhand
246276,pauri garhwal,uttarakhand
246277,pauri garhwal,uttarakhand
246278,pauri garhwal,uttarakhand
246279,pauri garhwal,uttarakhand
246285,pauri garhwal,uttarakhand
246401,chamoli,uttarakhand
246419,rudra prayag,uttarakhand
246421,rudra prayag,uttarakhand
246422,chamoli,uttarakhand
246424,chamoli,uttarakhand
246425,rudra prayag,uttarakhand
246426,chamoli,uttarakhand
246427,chamoli,uttarakhand
246428,chamoli,uttarakhand
246429,chamoli,uttarakhand
246431,chamoli,uttarakhand
246435,chamoli,uttarakhand
246439,rudra prayag,uttarakhand
246440,chamoli,uttarakhand
246441,chamoli,uttarakhand
246442,rudra prayag,uttarakhand
246443,chamoli,uttarakhand
246444,chamoli,uttarakhand
246445,rudra prayag,uttarakhand
246446,chamoli,uttarakhand
246448,rudra prayag,uttarakhand
246449,chamoli,uttarakhand
246453,chamoli,uttarakhand
246455,chamoli,uttarakhand
246469,rudra prayag,uttarakhand
246471,rudra prayag,uttarakhand
246472,chamoli,uttarakhand
246473,chamoli,uttarakhand
246474,chamoli,uttarakhand
246475,rudra prayag,uttarakhand
246481,chamoli,uttarakhand
246482,chamoli,uttarakhand
246483,chamoli,uttarakhand
246486,chamoli,uttarakhand
246487,chamoli,uttarakhand
246488,chamoli,uttarakhand
246495,rudra prayag,uttarakhand
246701,bijnor,uttar pradesh
246721,bijnor,uttar pradesh
246722,bijnor,uttar pradesh
246723,bijnor,uttar pradesh
246724,bijnor,uttar pradesh
246725,bijnor,uttar pradesh
246726,bijnor,uttar pradesh
246727,bijnor,uttar pradesh
246728,bijnor,uttar pradesh
246729,bijnor,uttar pradesh
246731,bijnor,uttar pradesh
246732,bijnor,uttar pradesh
246733,bijnor,uttar pradesh
246734,bijnor,uttar pradesh
246735,bijnor,uttar pradesh
246736,bijnor,uttar pradesh
246737,bijnor,uttar pradesh
246745,bijnor,uttar pradesh
246746,bijnor,uttar pradesh
246747,bijnor,uttar pradesh
246749,bijnor,uttar pradesh
246761,aligarh,uttar pradesh
246762,bijnor,uttar pradesh
246763,bijnor,uttar pradesh
246764,bijnor,uttar pradesh
247001,saharanpur,uttar pradesh
247002,saharanpur,uttar pradesh
247120,saharanpur,uttar pradesh
247121,saharanpur,uttar pradesh
247122,saharanpur,uttar pradesh
247129,saharanpur,uttar pradesh
247231,saharanpur,uttar pradesh
247232,saharanpur,uttar pradesh
247340,saharanpur,uttar pradesh
247341,saharanpur,uttar pradesh
247342,saharanpur,uttar pradesh
247343,saharanpur,uttar pradesh
247451,saharanpur,uttar pradesh
247452,saharanpur,uttar pradesh
247453,saharanpur,uttar pradesh
247551,saharanpur,uttar pradesh
247552,saharanpur,uttar pradesh
247554,saharanpur,uttar pradesh
247656,haridwar,uttarakhand
247658,haridwar,uttarakhand
247661,haridwar,uttarakhand
247662,saharanpur,uttar pradesh
247663,haridwar,uttarakhand
247664,haridwar,uttarakhand
247665,haridwar,uttarakhand
247666,haridwar,uttarakhand
247667,haridwar,uttarakhand
247668,haridwar,uttarakhand
247669,saharanpur,uttar pradesh
247670,haridwar,uttarakhand
247671,haridwar,uttarakhand
247771,shamli,uttar pradesh
247772,muzaffarnagar,uttar pradesh
247773,shamli,uttar pradesh
247774,shamli,uttar pradesh
247775,shamli,uttar pradesh
247776,shamli,uttar pradesh
247777,shamli,uttar pradesh
247778,shamli,uttar pradesh
248001,dehradun,uttarakhand
248002,dehradun,uttarakhand
248003,dehradun,uttarakhand
248005,dehradun,uttarakhand
248006,dehradun,uttarakhand
248007,dehradun,uttarakhand
248008,dehradun,uttarakhand
248009,dehradun,uttarakhand
248011,dehradun,uttarakhand
248012,dehradun,uttarakhand
248013,dehradun,uttarakhand
248014,dehradun,uttarakhand
248015,dehradun,uttarakhand
248016,dehradun,uttarakhand
248018,dehradun,uttarakhand
248019,dehradun,uttarakhand
248020,nan,nan
248121,dehradun,uttarakhand
248122,dehradun,uttarakhand
248123,dehradun,uttarakhand
248124,dehradun,uttarakhand
248125,dehradun,uttarakhand
248140,dehradun,uttarakhand
248142,dehradun,uttarakhand
248143,dehradun,uttarakhand
248145,dehradun,uttarakhand
248146,dehradun,uttarakhand
248158,dehradun,uttarakhand
248159,dehradun,uttarakhand
248165,dehradun,uttarakhand
248171,dehradun,uttarakhand
248179,dehradun,uttarakhand
248195,dehradun,uttarakhand
248196,dehradun,uttarakhand
248197,dehradun,uttarakhand
248198,dehradun,uttarakhand
248199,dehradun,uttarakhand
249001,tehri garhwal,uttarakhand
249121,tehri garhwal,uttarakhand
249122,tehri garhwal,uttarakhand
249123,tehri garhwal,uttarakhand
249124,tehri garhwal,uttarakhand
249125,tehri garhwal,uttarakhand
249126,tehri garhwal,uttarakhand
249127,tehri garhwal,uttarakhand
249128,uttar kashi,uttarakhand
249130,tehri garhwal,uttarakhand
249131,tehri garhwal,uttarakhand
249132,tehri garhwal,uttarakhand
249135,uttar kashi,uttarakhand
249136,uttar kashi,uttarakhand
249137,tehri garhwal,uttarakhand
249141,uttar kashi,uttarakhand
